"CASRN","DTXSID","chem_name","MC","SteroidSynth","ERactivity","gentox","Consumer","Diet","Pharma","Pesticide","Industrial","HPV","U95intake","P65_Cancer","P65_Dev"
"210826-40-7","DTXSID2047301","CP-456773",NA,"E2P4up","not_agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1806-26-4","DTXSID9022312","4-Octylphenol",NA,"negative","agonist","no test","Consumer_cp_exp","Diet_cp_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"1260-17-9","DTXSID9022817","Carminic acid",NA,"E2up","not_agonist","positive",NA,"Diet_FDA_cp","Pharma_cp",NA,NA,NA,NA,NA,NA
"57-11-4","DTXSID8021642","Octadecanoic acid",NA,"negative","agonist","positive","Consumer_cp_exp","Diet_FDA_cp_exp","Pharma_cp","Pesticide_cp","Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"107-98-2","DTXSID8024284","1-Methoxy-2-propanol",NA,"negative","weak_agonist","negative","Consumer_cp_exp","Diet_exp",NA,"Pesticide_cp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"94-13-3","DTXSID4022527","Propylparaben",NA,"P4up","agonist","positive","Consumer_cp_exp","Diet_FDA_cp_exp",NA,"Pesticide_cp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"138472-01-2","DTXSID2048167","FR900409",NA,"P4up",NA,"no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117-79-3","DTXSID6020068","2-Aminoanthraquinone",NA,"E2P4up","weak_agonist","positive",NA,NA,NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day","Cancer",NA
"149062-75-9","DTXSID9047259","PharmaGSID_47259",NA,"E2up","not_agonist","no test",NA,NA,"Pharma_cp","Pesticide_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"313994-79-5","DTXSID0047327","MK-578",NA,"E2up","not_agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24602-86-6","DTXSID3041376","Tridemorph",NA,"E2up","not_agonist","no test","Consumer_cp_exp","Diet_exp",NA,"Pesticide_cp_exp",NA,"HPV","Between 1 to 100 ug/kg/day",NA,NA
"606-20-2","DTXSID5020528","2,6-Dinitrotoluene",NA,"E2up","not_agonist","positive","Consumer_exp",NA,NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day","Cancer","Dev_M"
"105-67-9","DTXSID2021864","2,4-Dimethylphenol",NA,"E2P4up","not_agonist","positive","Consumer_cp_exp","Diet_exp",NA,"Pesticide_cp","Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"41481-66-7","DTXSID9047598","4,4'-Sulfonylbis[2-(prop-2-en-1-yl)phenol]",NA,"P4up","weak_agonist","no test",NA,NA,NA,NA,"Industrial_exp",NA,"100 ug/kg/day or more",NA,NA
"140-56-7","DTXSID6040371","Fenaminosulf",NA,"P4up","not_agonist","positive","Consumer_cp",NA,NA,"Pesticide_cp","Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"139-13-9","DTXSID6020939","Nitrilotriacetic acid",NA,"E2up","weak_agonist","positive","Consumer_cp_exp","Diet_exp",NA,"Pesticide_cp_exp",NA,NA,"100 ug/kg/day or more","Cancer",NA
"89-72-5","DTXSID2022331","2-(Butan-2-yl)phenol",NA,"E2up","not_agonist","positive","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"7378-99-6","DTXSID2036299","N,N-Dimethyloctylamine",NA,"E2up","not_agonist","negative","Consumer_cp_exp","Diet_cp_exp",NA,"Pesticide_cp","Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"678-39-7","DTXSID7029904","1,1,2,2-Tetrahydroperfluoro-1-decanol",NA,"negative","weak_agonist","negative","Consumer_cp_exp","Diet_cp",NA,NA,"Industrial_exp","HPV","Less than 1 ug/kg/day",NA,NA
"171866-31-2","DTXSID8047264","CP-283097",NA,"E2up","weak_agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58-55-9","DTXSID5021336","Theophylline",NA,"E2up","not_agonist","positive","Consumer_cp","Diet_cp_exp","Pharma_FDA_Rx","Pesticide_cp_exp",NA,"HPV","Between 1 to 100 ug/kg/day",NA,NA
"27955-94-8","DTXSID2037712","4,4',4""-Ethane-1,1,1-triyltriphenol",NA,"negative","agonist","negative",NA,"Diet_exp",NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"112-05-0","DTXSID3021641","Nonanoic acid",NA,"E2up","not_agonist","negative","Consumer_cp_exp","Diet_FDA_cp_exp",NA,"Pesticide_cp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"120-83-2","DTXSID1020439","2,4-Dichlorophenol",NA,"E2P4up","not_agonist","positive",NA,NA,NA,"Pesticide_exp",NA,"HPV","100 ug/kg/day or more",NA,NA
"32809-16-8","DTXSID9033923","Procymidone",NA,"E2up","not_agonist","no test","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Between 1 to 100 ug/kg/day","Cancer",NA
"789-02-6","DTXSID6022345","o,p'-DDT",NA,"negative","agonist","positive",NA,"Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,"Dev_F_M"
"298-02-2","DTXSID4032459","Phorate",NA,"E2up","weak_agonist","positive","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"151506-44-4","DTXSID6048175","FR140423",NA,"E2up",NA,"no test",NA,NA,NA,"Pesticide_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"744-45-6","DTXSID8037752","Diphenyl isophthalate",NA,"E2up","weak_agonist","no test",NA,"Diet_exp",NA,NA,"Industrial_exp",NA,"100 ug/kg/day or more",NA,NA
"627-93-0","DTXSID8025096","Dimethyl adipate",NA,"E2up","not_agonist","no test","Consumer_cp_exp","Diet_FDA_exp",NA,"Pesticide_cp","Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"NOCAS_47330","DTXSID9047330","PharmaGSID_47330",NA,"E2P4up","not_agonist","no test",NA,NA,NA,"Pesticide_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"94-59-7","DTXSID0021254","Safrole",NA,"E2up","not_agonist","positive","Consumer_exp","Diet_FDA_cp_exp",NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day","Cancer",NA
"108-45-2","DTXSID4021137","1,3-Benzenediamine",NA,"P4up","not_agonist","positive","Consumer_cp","Diet_cp_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"147-24-0","DTXSID4020537","Diphenhydramine hydrochloride",NA,"E2up","not_agonist","positive","Consumer_cp","Diet_exp","Pharma_FDA_Rx_OTC",NA,NA,NA,"Less than 1 ug/kg/day",NA,NA
"77-40-7","DTXSID4022442","Bisphenol B",NA,"P4up","agonist","no test","Consumer_cp","Diet_cp_exp",NA,NA,NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"77-09-8","DTXSID0021125","Phenolphthalein",NA,"P4up","agonist","positive","Consumer_cp",NA,"Pharma_cp",NA,NA,NA,NA,"Cancer",NA
"4455-26-9","DTXSID9042209","N-Methyldioctylamine",NA,"E2up","not_agonist","no test","Consumer_exp",NA,NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"101-02-0","DTXSID0026252","Triphenyl phosphite",NA,"E2P4up","not_agonist","negative","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"13292-46-1","DTXSID6021244","Rifampicin",NA,"P4up","not_agonist","no test",NA,"Diet_exp","Pharma_cp",NA,NA,NA,"Between 1 to 100 ug/kg/day",NA,"Dev_F"
"99-97-8","DTXSID0021832","N,N,4-Trimethylaniline",NA,"E2up","not_agonist","positive","Consumer_cp_exp","Diet_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day","Cancer",NA
"123-51-3","DTXSID3025469","Isopentyl alcohol",NA,"P4up",NA,"negative","Consumer_cp_exp","Diet_FDA_cp_exp",NA,"Pesticide_exp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"712-50-5","DTXSID5048182","Cyclohexylphenylketone",NA,"negative","weak_agonist","negative","Consumer_cp_exp",NA,NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"6344-67-8","DTXSID9047540","3-Hydroxyfluorene",NA,"E2P4up","weak_agonist","no test",NA,NA,NA,"Pesticide_exp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"97-77-8","DTXSID1021322","Disulfiram",NA,"P4up","not_agonist","positive","Consumer_cp","Diet_cp_exp","Pharma_FDA_Rx",NA,"Industrial_exp","HPV","Less than 1 ug/kg/day",NA,NA
"15307-79-6","DTXSID3037208","Diclofenac sodium",NA,"E2up","not_agonist","negative",NA,NA,"Pharma_FDA_Rx_OTC",NA,NA,NA,NA,NA,NA
"56-55-3","DTXSID5023902","Benz(a)anthracene",NA,"E2P4up","weak_agonist","positive","Consumer_cp_exp",NA,NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day","Cancer",NA
"112-00-5","DTXSID1026900","Dodecyltrimethylammonium chloride",NA,"E2up","not_agonist","negative","Consumer_cp_exp",NA,NA,"Pesticide_cp_exp",NA,"HPV","100 ug/kg/day or more",NA,NA
"95-95-4","DTXSID4024359","2,4,5-Trichlorophenol",NA,"E2up","not_agonist","positive",NA,NA,NA,"Pesticide_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"124-94-7","DTXSID1040742","Triamcinolone",NA,"E2P4up","weak_agonist","no test","Consumer_cp",NA,"Pharma_FDA_discontinued",NA,NA,NA,NA,NA,NA
"2416-94-6","DTXSID6022187","2,3,6-Trimethylphenol",NA,"P4up","not_agonist","positive","Consumer_exp","Diet_FDA_cp_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"1861-32-1","DTXSID0024000","Chlorthal-dimethyl",NA,"E2P4up","not_agonist","no test","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"84371-65-3","DTXSID5023322","Mifepristone",NA,"P4up","not_agonist","no test",NA,NA,"Pharma_FDA_Rx",NA,NA,NA,NA,NA,NA
"1191-50-0","DTXSID4042416","Sodium myristyl sulfate",NA,"P4up","not_agonist","no test","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"119-61-9","DTXSID0021961","Benzophenone",NA,"E2up","weak_agonist","positive","Consumer_cp_exp","Diet_FDA_cp_exp",NA,"Pesticide_cp_exp",NA,"HPV","100 ug/kg/day or more","Cancer",NA
"123-31-9","DTXSID7020716","Hydroquinone",NA,"E2P4up","not_agonist","positive","Consumer_cp","Diet_cp_exp","Pharma_FDA_Rx","Pesticide_cp_exp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"103-69-5","DTXSID1025271","N-Ethylaniline",NA,"E2up","not_agonist","negative","Consumer_exp",NA,NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"101-55-3","DTXSID8023927","p-Bromodiphenyl ether",NA,"E2up","not_agonist","no test",NA,NA,NA,"Pesticide_exp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"82640-04-8","DTXSID1034181","Raloxifene hydrochloride",NA,"negative","weak_agonist","no test","Consumer_cp",NA,"Pharma_FDA_Rx",NA,NA,NA,NA,NA,NA
"120-61-6","DTXSID0020498","Dimethyl terephthalate",NA,"E2up","not_agonist","positive","Consumer_cp_exp","Diet_cp_exp",NA,NA,"Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"84-16-2","DTXSID2022381","meso-Hexestrol",NA,"E2up","agonist","positive",NA,"Diet_exp",NA,NA,NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"6055-19-2","DTXSID6024888","Cyclophosphamide monohydrate",NA,"negative","agonist","positive",NA,NA,NA,NA,NA,NA,NA,"Cancer","Dev_F_M"
"139340-56-0","DTXSID0047246","Darbufelone mesylate",NA,"P4up","not_agonist","no test",NA,NA,"Pharma_cp",NA,NA,NA,NA,NA,NA
"5349-51-9","DTXSID9040716","4-(2-Methylbutan-2-yl)cyclohexanol",NA,"negative","agonist","no test","Consumer_exp",NA,NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"106-87-6","DTXSID0020604","4-Vinyl-1-cyclohexene dioxide",NA,"E2up","not_agonist","positive","Consumer_exp",NA,NA,NA,"Industrial_exp",NA,"100 ug/kg/day or more","Cancer","Dev_F_M"
"2392-39-4","DTXSID3047429","Dexamethasone sodium phosphate",NA,"P4up","not_agonist","no test",NA,"Diet_exp","Pharma_FDA_Rx",NA,NA,NA,"Less than 1 ug/kg/day",NA,NA
"84-69-5","DTXSID9022522","Diisobutyl phthalate",NA,"E2up","weak_agonist","negative","Consumer_cp_exp","Diet_cp_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"140-66-9","DTXSID9022360","4-(1,1,3,3-Tetramethylbutyl)phenol",NA,"negative","agonist","positive","Consumer_cp_exp","Diet_FDA_cp_exp",NA,"Pesticide_cp","Industrial_exp","HPV","Less than 1 ug/kg/day",NA,NA
"181640-09-5","DTXSID4047339","SR144190",NA,"E2up","not_agonist","no test",NA,NA,"Pharma_cp",NA,NA,NA,NA,NA,NA
"108-44-1","DTXSID1026792","3-Methylaniline",NA,"E2P4up","not_agonist","negative","Consumer_exp",NA,NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"128-04-1","DTXSID6027050","Sodium dimethyldithiocarbamate",NA,"P4up","not_agonist","positive","Consumer_cp_exp","Diet_FDA_exp",NA,"Pesticide_cp_exp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,"Dev"
"112-72-1","DTXSID9026926","1-Tetradecanol",NA,"E2up","not_agonist","negative","Consumer_cp_exp","Diet_FDA_cp_exp",NA,"Pesticide_cp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"349495-42-7","DTXSID3047263","PharmaGSID_47263",NA,"E2P4up","not_agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7758-19-2","DTXSID8021272","Sodium chlorite",NA,"E2up",NA,"positive","Consumer_cp","Diet_FDA_cp","Pharma_cp","Pesticide_cp",NA,"HPV",NA,NA,NA
"111-15-9","DTXSID9021928","2-Ethoxyethyl acetate",NA,"E2up","not_agonist","positive","Consumer_cp_exp","Diet_cp_exp",NA,NA,"Industrial_exp","HPV","Less than 1 ug/kg/day",NA,"Dev_M"
"290352-28-2","DTXSID7047306","CP-634384",NA,"E2P4up","not_agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95-65-8","DTXSID4024062","3,4-Dimethylphenol",NA,"E2P4up","not_agonist","negative","Consumer_exp","Diet_FDA_cp_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"72-54-8","DTXSID4020373","p,p'-DDD",NA,"negative","weak_agonist","positive",NA,"Diet_cp",NA,"Pesticide_cp","Industrial_exp",NA,"Less than 1 ug/kg/day","Cancer",NA
"563-12-2","DTXSID2024086","Ethion",NA,"E2P4up","weak_agonist","negative","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"439687-69-1","DTXSID7047358","Nelivaptan",NA,"P4up","not_agonist","no test",NA,NA,"Pharma_cp",NA,NA,NA,NA,NA,NA
"131-55-5","DTXSID5041306","2,2',4,4'-Tetrahydroxybenzophenone",NA,"P4up","agonist","no test","Consumer_cp_exp",NA,NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"95-54-5","DTXSID3025881","1,2-Phenylenediamine",NA,"E2P4up","not_agonist","positive",NA,"Diet_exp",NA,NA,"Industrial_exp","HPV","Less than 1 ug/kg/day","Cancer",NA
"100-02-7","DTXSID0021834","4-Nitrophenol",NA,"E2P4up","not_agonist","positive","Consumer_exp",NA,NA,"Pesticide_cp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"106-30-9","DTXSID1040112","Ethyl heptanoate",NA,"negative","weak_agonist","negative","Consumer_exp","Diet_FDA_cp_exp",NA,"Pesticide_cp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"100-51-6","DTXSID5020152","Benzyl alcohol",NA,"E2up","not_agonist","positive","Consumer_cp_exp","Diet_FDA_cp_exp","Pharma_FDA_discontinued","Pesticide_cp","Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"76-03-9","DTXSID1021378","Trichloroacetic acid",NA,"E2up","not_agonist","positive","Consumer_cp_exp",NA,NA,"Pesticide_cp_exp",NA,"HPV","Between 1 to 100 ug/kg/day","Cancer",NA
"50-29-3","DTXSID4020375","p,p'-DDT",NA,NA,"agonist","positive","Consumer_cp","Diet_cp","Pharma_cp","Pesticide_cp_exp",NA,"HPV","Less than 1 ug/kg/day","Cancer","Dev_F_M"
"2385-85-5","DTXSID7020895","Mirex",NA,"E2up","not_agonist","negative","Consumer_cp_exp","Diet_cp",NA,"Pesticide_cp_exp","Industrial_exp",NA,"Less than 1 ug/kg/day","Cancer",NA
"101-80-4","DTXSID0021094","4,4'-Oxydianiline",NA,"P4up","not_agonist","positive",NA,"Diet_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day","Cancer",NA
"15310-01-7","DTXSID7041623","Benodanil",NA,"E2up","not_agonist","no test","Consumer_cp",NA,NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"95-57-8","DTXSID5021544","2-Chlorophenol",NA,"E2up","not_agonist","negative","Consumer_exp",NA,NA,"Pesticide_exp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"55290-64-7","DTXSID0024052","Dimethipin",NA,"P4up","not_agonist","no test","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"85-68-7","DTXSID3020205","Butyl benzyl phthalate",NA,"negative","agonist","positive","Consumer_cp_exp","Diet_cp_exp",NA,"Pesticide_cp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,"Dev"
"3056-17-5","DTXSID1023819","Stavudine",NA,"P4up","not_agonist","positive","Consumer_cp",NA,"Pharma_FDA_tentative_approval",NA,NA,NA,NA,NA,NA
"NOCAS_47311","DTXSID6047311","GSK163929B",NA,"E2up","not_agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104-67-6","DTXSID4034287","5-Heptyldihydro-2(3H)-furanone",NA,"P4up","not_agonist","positive","Consumer_cp_exp","Diet_FDA_cp_exp",NA,"Pesticide_cp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"33820-53-0","DTXSID8024157","Isopropalin",NA,"negative","weak_agonist","no test","Consumer_cp_exp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"120-12-7","DTXSID0023878","Anthracene",NA,"E2up","weak_agonist","positive","Consumer_cp_exp","Diet_cp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"88-60-8","DTXSID2026529","2-tert-Butyl-5-methylphenol",NA,"E2up","weak_agonist","positive","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"NOCAS_47299","DTXSID5047299","CP-422935",NA,"E2P4up","not_agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4904-61-4","DTXSID8027581","1,5,9-Cyclododecatriene",NA,"E2up","not_agonist","negative","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"121-79-9","DTXSID5021201","Propyl gallate",NA,"negative","weak_agonist","positive","Consumer_exp","Diet_FDA_cp_exp",NA,"Pesticide_cp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"6624-73-3","DTXSID5047538","Pentane-1,5-diyl dibenzoate",NA,"E2up","not_agonist","no test","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"264618-44-2","DTXSID8047341","SSR146977",NA,"E2up","not_agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99-55-8","DTXSID4020959","2-Methyl-5-nitroaniline",NA,"P4up","not_agonist","positive","Consumer_cp",NA,NA,NA,"Industrial_exp",NA,"100 ug/kg/day or more",NA,NA
"80-46-6","DTXSID8021771","4-(2-Methylbutan-2-yl)phenol",NA,"E2up","agonist","negative","Consumer_cp_exp","Diet_cp_exp",NA,"Pesticide_cp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"111-77-3","DTXSID3025049","Diethylene glycol monomethyl ether",NA,"E2up","not_agonist","negative","Consumer_cp_exp","Diet_cp_exp",NA,"Pesticide_cp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"162706-14-1","DTXSID2047309","UK-156819",NA,"P4up","not_agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"220860-50-4","DTXSID4047254","CP-457920",NA,"E2P4up","not_agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91-53-2","DTXSID9020582","Ethoxyquin",NA,"E2P4up","not_agonist","positive","Consumer_cp","Diet_FDA_cp_exp",NA,"Pesticide_cp_exp",NA,"HPV","Between 1 to 100 ug/kg/day",NA,NA
"94-26-8","DTXSID3020209","Butylparaben",NA,"P4up","agonist","positive","Consumer_cp_exp","Diet_FDA_cp_exp",NA,"Pesticide_cp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"68392-35-8","DTXSID3037094","4-Hydroxytamoxifen",NA,"negative","weak_agonist","no test",NA,NA,"Pharma_cp",NA,NA,NA,NA,NA,NA
"57-74-9","DTXSID7020267","Chlordane",NA,"negative","weak_agonist","positive","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day","Cancer",NA
"95-50-1","DTXSID6020430","1,2-Dichlorobenzene",NA,"E2up","not_agonist","positive","Consumer_exp","Diet_cp_exp",NA,"Pesticide_cp","Industrial_exp","HPV","Less than 1 ug/kg/day",NA,NA
"80-43-3","DTXSID1025017","Dicumyl peroxide",NA,NA,"agonist","negative","Consumer_cp_exp","Diet_cp_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"288104-79-0","DTXSID2047357","Surinabant",NA,"negative","weak_agonist","no test",NA,NA,"Pharma_cp",NA,NA,NA,NA,NA,NA
"4449-51-8","DTXSID6043709","Cyclopamine",NA,"E2P4up","not_agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62-38-4","DTXSID7021150","Phenylmercuric acetate",NA,"P4up","not_agonist","negative","Consumer_cp",NA,NA,NA,NA,"HPV",NA,NA,NA
"2783-94-0","DTXSID6021456","FD&C Yellow 6",NA,"E2P4up","not_agonist","positive","Consumer_cp_exp","Diet_FDA_cp_exp","Pharma_cp","Pesticide_cp","Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"35256-85-0","DTXSID5041691","Butam",NA,"E2up","weak_agonist","no test","Consumer_cp_exp",NA,NA,"Pesticide_cp_exp",NA,"HPV","Between 1 to 100 ug/kg/day",NA,NA
"3319-31-1","DTXSID9026265","Tris(2-ethylhexyl) trimellitate",NA,"negative","agonist","negative","Consumer_exp",NA,NA,NA,"Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"88-06-2","DTXSID5021386","2,4,6-Trichlorophenol",NA,"E2P4up","not_agonist","positive","Consumer_cp",NA,NA,"Pesticide_cp_exp",NA,"HPV","Between 1 to 100 ug/kg/day","Cancer",NA
"NOCAS_47366","DTXSID1047366","SAR115740",NA,"P4up","not_agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8000-34-8","DTXSID8044175","Clove leaf oil",NA,"E2up","not_agonist","positive","Consumer_cp","Diet_FDA_cp",NA,"Pesticide_cp",NA,NA,NA,NA,NA
"108-67-8","DTXSID6026797","1,3,5-Trimethylbenzene",NA,"E2up","not_agonist","negative","Consumer_cp_exp","Diet_cp_exp",NA,"Pesticide_exp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"145742-28-5","DTXSID9047251","CP-122721",NA,"E2up","not_agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5315-79-7","DTXSID1038298","1-Hydroxypyrene",NA,"P4up","not_agonist","no test",NA,NA,NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"53894-23-8","DTXSID5028033","Triisononyl trimellitate",NA,"E2up","not_agonist","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA
"215297-27-1","DTXSID1047289","UK-343664",NA,"E2P4up","not_agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94-28-0","DTXSID3026564","Triethylene glycol bis(2-ethylhexanoate)",NA,"E2up","not_agonist","negative","Consumer_cp","Diet_cp_exp",NA,NA,"Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"131-18-0","DTXSID5031131","Dipentyl phthalate",NA,"negative","weak_agonist","no test","Consumer_cp_exp","Diet_exp",NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"127308-82-1","DTXSID9047257","Zamifenacin",NA,"negative","weak_agonist","no test",NA,NA,"Pharma_cp",NA,NA,NA,NA,NA,NA
"599-64-4","DTXSID3022536","4-Cumylphenol",NA,"negative","agonist","negative","Consumer_cp_exp","Diet_cp_exp",NA,NA,"Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"59-50-7","DTXSID4021717","4-Chloro-3-methylphenol",NA,"E2P4up","weak_agonist","positive","Consumer_cp","Diet_cp_exp","Pharma_cp","Pesticide_cp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"51-52-5","DTXSID5021209","6-Propyl-2-thiouracil",NA,"negative","agonist","negative",NA,NA,"Pharma_cp","Pesticide_exp",NA,NA,"Less than 1 ug/kg/day","Cancer","Dev"
"2835-95-2","DTXSID9024489","5-Amino-2-methylphenol",NA,"E2P4up","not_agonist","positive","Consumer_cp",NA,NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"96-70-8","DTXSID4044581","2-tert-Butyl-4-ethylphenol",NA,"negative","weak_agonist","no test","Consumer_cp_exp","Diet_cp_exp",NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"427-51-0","DTXSID5020366","Cyproterone acetate",NA,"P4up","not_agonist","positive","Consumer_cp",NA,"Pharma_cp","Pesticide_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"486-66-8","DTXSID9022310","Daidzein",NA,"E2P4up","agonist","positive",NA,NA,NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"NOCAS_47248","DTXSID0047248","CI-1018",NA,"E2P4up","not_agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"205-99-2","DTXSID0023907","Benzo(b)fluoranthene",NA,"negative","weak_agonist","positive","Consumer_cp_exp",NA,NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day","Cancer",NA
